#name	description	nibPath	organism	defaultPos	active	orderKey	genome	scientificName	htmlPath	hgNearOk	hgPbOk	sourceName	taxId	server
ens79PhaTri	EnsemblProtists 79 (ASM15095v2_bd)	79	Phaeodactylum tricornutum			0	Phaeodactylum tricornutum	Phaeodactylum tricornutum				ASM15095v2_bd	556484	EnsemblProtists
